ds,yhat,yhat_lower,yhat_upper,Category
2016-07-15,13.734936225551376,8.830602394506734,18.345350744795397,Camping & Hiking
2016-07-16,14.022686578992499,9.308651101325346,18.723466172427894,Camping & Hiking
2016-07-17,14.165511188122425,9.628612341957917,18.492851290627794,Camping & Hiking
2016-07-18,13.928552132597451,9.517106601246025,18.87597053699432,Camping & Hiking
2016-07-19,14.335680242950843,9.627326790093091,18.901146249474603,Camping & Hiking
2016-07-20,13.822432904935678,8.993398648524495,18.44710834635704,Camping & Hiking
2016-07-21,14.074256059608203,9.242780175502142,18.605648844147048,Camping & Hiking
2016-07-22,13.964726739325005,9.094578917983906,18.56916445679127,Camping & Hiking
2016-07-23,14.181934648498878,9.381900759110538,18.846489787509586,Camping & Hiking
2016-07-24,14.252338137730904,9.474499398612931,18.76515323852172,Camping & Hiking
2016-07-25,13.942393916989912,9.00262584950836,18.624867031516175,Camping & Hiking
2016-07-26,14.277663727459723,9.71826956979675,18.91824791451253,Camping & Hiking
2016-07-27,13.694443246077228,8.931713498079244,18.355749280838044,Camping & Hiking
